id,title,genres
128,Princess Mononoke,Adventure;Fantasy;Animation
934433,Scream VI,Horror;Crime;Thriller
507089,Five Nights at Freddy's,Horror;Thriller
105825,Erotic Ghost Story III,Horror;Drama;Fantasy
1096638,In the Sub for Love,Comedy;Romance
10020,Beauty and the Beast,Romance;Family;Animation;Fantasy
271110,Captain America: Civil War,Adventure;Action;Science Fiction
800378,Chikan Densha: OL Kando Kurabe,
110415,Snowpiercer,Action;Science Fiction;Drama
619979,Deep Water,Drama;Mystery;Thriller
9769,Lolita,Drama;Romance
8392,My Neighbor Totoro,Fantasy;Animation;Family
286217,The Martian,Drama;Adventure;Science Fiction
441694,West Side Stories: The Making of a Classic,Documentary
127585,X-Men: Days of Future Past,Action;Adventure;Science Fiction
821792,Bull,Crime;Horror;Thriller
9502,Kung Fu Panda,Animation;Family;Comedy;Action;Adventure
1118031,Apocalypse Z: The Beginning of the End,Drama;Action;Horror
68726,Pacific Rim,Action;Science Fiction;Adventure
112160,Sexual Chronicles of a French Family,Comedy;Drama;Romance
791373,Zack Snyder's Justice League,Action;Adventure;Fantasy
882598,Smile,Horror;Mystery
280,Terminator 2: Judgment Day,Action;Thriller;Science Fiction
1083420,Adulthood,Comedy;Crime;Drama;Mystery
546554,Knives Out,Comedy;Crime;Mystery
62213,Dark Shadows,Comedy;Fantasy
546554,Knives Out,Comedy;Crime;Mystery
62213,Dark Shadows,Comedy;Fantasy
620,Ghostbusters,Comedy;Fantasy
508883,The Boy and the Heron,Animation;Adventure;Fantasy;Family;Drama
766507,Prey,Thriller;Action;Science Fiction
696506,Mickey 17,Science Fiction;Comedy;Adventure
102651,Maleficent,Fantasy;Adventure;Action;Family;Romance
810,Shrek the Third,Fantasy;Adventure;Animation;Comedy;Family
80741,Initial D: Third Stage,Action;Animation;Romance
490132,Green Book,Drama;Comedy;History
1398911,East of Wall,Drama;Western
2907,The Addams Family,Comedy;Fantasy
66485,Viva Max!,Comedy
512200,Jumanji: The Next Level,Adventure;Comedy;Fantasy
916224,Suzume,Animation;Drama;Adventure;Fantasy
240832,Lucy,Action;Science Fiction
1114967,Good Fortune,Comedy;Fantasy
228326,The Book of Life,Animation;Adventure;Comedy;Family;Fantasy
1566841,Denzel Washington: Falling Forward,Documentary
93456,Despicable Me 2,Animation;Comedy;Family
577922,Tenet,Action;Thriller;Science Fiction
1242404,Steve,Drama
968051,The Nun II,Horror
1201262,Grafted,Horror
640,Catch Me If You Can,Drama;Crime
7485,Shooter,Drama;Action;Thriller
453395,Doctor Strange in the Multiverse of Madness,Fantasy;Action;Adventure
917496,Beetlejuice Beetlejuice,Comedy;Fantasy;Horror
811941,Devara: Part 1,Action;Drama
9297,Monster House,Animation;Comedy;Family;Fantasy
8363,Superbad,Comedy
281957,The Revenant,Western;Drama;Adventure
1263256,Happy Gilmore 2,Comedy
1008042,Talk to Me,Horror
158852,Tomorrowland,Adventure;Family;Mystery;Science Fiction
1200320,Killing Faith,Thriller;Western
209112,Batman v Superman: Dawn of Justice,Action;Adventure;Fantasy
512198,Dead Bride,Horror;Thriller
501989,Ode to Joy,Comedy;Drama;Romance
249397,Nymphomaniac: Vol. II,Drama;Mystery
512198,Dead Bride,Horror;Thriller
501989,Ode to Joy,Comedy;Drama;Romance
249397,Nymphomaniac: Vol. II,Drama;Mystery
77338,The Intouchables,Drama;Comedy
242,The Godfather Part III,Crime;Drama;Thriller
562,Die Hard,Action;Thriller
1242419,Roofman,Crime;Drama;Comedy
9753,Three,Adventure;Drama;Thriller
78,Blade Runner,Science Fiction;Drama;Thriller
607,Men in Black,Action;Adventure;Comedy;Science Fiction
287649,Scarlet Innocence,Thriller;Drama;Romance
73723,The Lorax,Animation;Family
10867,Malena,Drama
214756,Ted 2,Comedy;Fantasy
1512581,No Tears in Hell,Horror;Crime;Thriller
35,The Simpsons Movie,Animation;Comedy;Family
985939,Fall,Thriller
744275,After We Fell,Romance;Drama
9792,The Hills Have Eyes,Horror;Thriller
267,Live Flesh,Drama;Romance;Thriller
566525,Shang-Chi and the Legend of the Ten Rings,Action;Adventure;Fantasy
1084736,The Count of Monte Cristo,Adventure;Action;Drama
787699,Wonka,Comedy;Family;Fantasy
8871,How the Grinch Stole Christmas,Family;Comedy
616,The Last Samurai,Drama;Action;War
666277,Past Lives,Drama;Romance
930564,Saltburn,Drama;Comedy;Thriller
1402,The Pursuit of Happyness,Drama
675353,Sonic the Hedgehog 2,Action;Adventure;Family;Comedy
82702,How to Train Your Dragon 2,Fantasy;Action;Adventure;Animation;Comedy;Family
307081,Southpaw,Action;Drama
9637,Scooby-Doo,Mystery;Adventure;Comedy
1515395,Lego Disney Princess: Villains Unite,Animation;Comedy;Fantasy;Adventure;Family
48579,My Sister in Law,Comedy
1017163,The Roundup: Punishment,Action;Crime;Thriller;Comedy
1226578,Longlegs,Crime;Horror;Thriller
1495,Kingdom of Heaven,Drama;Action;Adventure;History;War
7446,Tropic Thunder,Action;Comedy;Adventure;War
321612,Beauty and the Beast,Family;Fantasy;Romance
11013,Secretary,Romance;Drama;Comedy
11013,Secretary,Romance;Drama;Comedy
820525,After Everything,Romance;Drama
4257,Scary Movie 4,Comedy
32657,Percy Jackson & the Olympians: The Lightning Thief,Adventure;Fantasy;Family
1302011,Init,Drama
2105,American Pie,Comedy;Romance
7345,There Will Be Blood,Drama
135397,Jurassic World,Action;Adventure;Science Fiction;Thriller
45243,The Hangover Part II,Comedy
929590,Civil War,War;Action;Drama
1359,American Psycho,Thriller;Drama;Crime
843,In the Mood for Love,Drama;Romance
4256,Scary Movie 3,Comedy
1287536,Dora and the Search for Sol Dorado,Family;Comedy;Adventure
10198,The Princess and the Frog,Animation;Romance;Fantasy;Family
561,Constantine,Fantasy;Action;Horror
1191618,Las nubes,Thriller
1241894,Woodwalkers,Family;Fantasy
926393,The Equalizer 3,Action;Thriller;Crime
195757,The Ultimate Life,Drama;Romance
57158,The Hobbit: The Desolation of Smaug,Fantasy;Adventure;Action
642885,Hocus Pocus 2,Fantasy;Comedy;Family
1374534,Almost Cops,Action;Comedy;Crime;Mystery
602223,The Forever Purge,Action;Horror;Thriller
1124,The Prestige,Drama;Mystery;Science Fiction
1476453,Kirot,Drama
840705,Blink Twice,Mystery;Thriller
61791,Rise of the Planet of the Apes,Thriller;Action;Drama;Science Fiction
1427,Perfume: The Story of a Murderer,Crime;Fantasy;Drama
937287,Challengers,Drama;Romance
24,Kill Bill: Vol. 1,Action;Crime
740903,The Unhealer,Fantasy;Thriller;Horror
166426,Pirates of the Caribbean: Dead Men Tell No Tales,Adventure;Action;Fantasy
1138194,Heretic,Horror;Thriller
184345,A Haunted House 2,Comedy;Horror
168259,Furious 7,Action;Crime;Thriller
507086,Jurassic World Dominion,Adventure;Action;Science Fiction
1159311,My Hero Academia: You're Next,Animation;Action;Adventure;Science Fiction
9358,Final Destination 2,Horror;Mystery
19994,Jennifer's Body,Horror;Comedy
1159311,My Hero Academia: You're Next,Animation;Action;Adventure;Science Fiction
9358,Final Destination 2,Horror;Mystery
19994,Jennifer's Body,Horror;Comedy
580489,Venom: Let There Be Carnage,Science Fiction;Action;Adventure
1371189,Ruth & Boaz,Romance;Drama;Music
1003596,Avengers: Doomsday,Science Fiction
49049,Dredd,Action;Science Fiction
1127110,Diablo,Action;Thriller;Crime
1336473,Cholo Zombies,Horror;Comedy
27,9 Songs,Drama;Music;Romance
34851,Predators,Science Fiction;Action;Thriller
346910,The Predator,Science Fiction;Action;Thriller
713704,Evil Dead Rise,Horror;Thriller
1083637,Kantara: Chapter 1,Action;Thriller
1233069,Exterritorial,Thriller;Action
389614,The Hidden Child,Crime;Drama;Mystery;Thriller
1389158,Maa,Horror
667538,Transformers: Rise of the Beasts,Science Fiction;Adventure;Action
1149504,Honey Don't!,Comedy;Crime
508943,Luca,Animation;Comedy;Fantasy;Adventure;Family
204082,Homefront,Action;Thriller
72559,G.I. Joe: Retaliation,Action;Science Fiction;Adventure;Thriller
420818,The Lion King,Adventure;Drama;Family;Animation
370172,No Time to Die,Action;Thriller;Adventure
12103,Don't Say a Word,Thriller;Mystery
1114967,Good Fortune,Comedy;Fantasy
350,The Devil Wears Prada,Drama;Comedy
601,E.T. the Extra-Terrestrial,Science Fiction;Adventure;Family;Fantasy
1315986,Man with No Past,Action;Drama
333339,Ready Player One,Adventure;Action;Science Fiction
1219620,All That's Left of You,Drama
585511,Luck,Animation;Adventure;Comedy;Fantasy
42337,Beau Pere,Drama;Romance
698687,Transformers One,Animation;Science Fiction;Adventure;Family
1215106,Kogaloak : The Ghastly Village,Comedy;Horror;Thriller
799583,The Ministry of Ungentlemanly Warfare,Action;Comedy;War
82690,Wreck-It Ralph,Family;Animation;Comedy;Adventure
940721,Godzilla Minus One,Science Fiction;Horror;Action
820232,Demon Slayer: Kimetsu no Yaiba — Sibling's Bond,Animation;Action;Fantasy;Thriller
840326,Sisu,Action;War
6479,I Am Legend,Drama;Science Fiction;Thriller
1119377,Xeno,Adventure;Drama;Mystery;Science Fiction
301528,Toy Story 4,Family;Comedy;Animation;Adventure
416093,Thunder Ninja Kids in the Golden Adventure,Fantasy;Action;Comedy
11224,Cinderella,Family;Fantasy;Animation;Romance
591,The Da Vinci Code,Thriller;Mystery
1422,The Departed,Drama;Thriller;Crime
5879,In the Realm of the Senses,Drama;Romance
9286,Final Destination 3,Horror;Mystery
593643,The Menu,Comedy;Horror;Thriller
103,Taxi Driver,Crime;Drama
114,Pretty Woman,Romance;Comedy
510,One Flew Over the Cuckoo's Nest,Drama
383498,Deadpool 2,Action;Comedy;Adventure
49018,Insidious,Horror;Thriller
1557977,Turn of the Tide: The Surreal Story of Rabo de Peixe,Documentary;Crime
447332,A Quiet Place,Horror;Drama;Science Fiction
46195,Rio,Animation;Adventure;Comedy;Family
254,King Kong,Adventure;Drama;Action
81005,Jack the Giant Slayer,Fantasy;Action;Adventure;Drama
526896,Morbius,Action;Science Fiction;Fantasy
588,Silent Hill,Horror;Mystery
521029,Annabelle Comes Home,Horror
1195506,Novocaine,Action;Comedy;Thriller
4233,Scream 2,Horror;Mystery
1014590,Upgraded,Romance;Comedy
115290,Blue Lagoon: The Awakening,Drama;Adventure;Romance;TV Movie
335977,Indiana Jones and the Dial of Destiny,Adventure;Action
624860,The Matrix Resurrections,Science Fiction;Action;Adventure
530254,The Witch: Part 1. The Subversion,Action;Mystery;Science Fiction
974576,Conclave,Drama;Thriller
1265,Bridge to Terabithia,Adventure;Drama;Family
12429,Ponyo,Animation;Fantasy;Family
630,The Wizard of Oz,Adventure;Fantasy;Family
616037,Thor: Love and Thunder,Fantasy;Action;Comedy
870270,My Wife's Sister 3,Drama;Romance
7131,Van Helsing,Horror;Adventure;Action
345,Eyes Wide Shut,Drama;Thriller;Mystery
36557,Casino Royale,Adventure;Action;Thriller
8835,Legally Blonde,Comedy;Romance
11688,The Emperor's New Groove,Adventure;Animation;Comedy;Family;Fantasy
345,Eyes Wide Shut,Drama;Thriller;Mystery
36557,Casino Royale,Adventure;Action;Thriller
8835,Legally Blonde,Comedy;Romance
1005331,Carry-On,Thriller;Action
10494,Perfect Blue,Animation;Thriller
729679,Toma,Drama;Music;History
378064,A Silent Voice: The Movie,Animation;Drama;Romance
263472,Knock Knock,Crime;Horror;Thriller
2109,Rush Hour,Action;Comedy;Crime
604685,Den of Thieves 2: Pantera,Action;Crime;Thriller
77174,ParaNorman,Family;Animation;Adventure;Comedy
639720,IF,Comedy;Fantasy;Family
13448,Angels & Demons,Thriller;Mystery
81,Nausicaä of the Valley of the Wind,Adventure;Animation;Fantasy
184315,Hercules,Action;Adventure
71672,Wrong Turn 4: Bloody Beginnings,Horror;Thriller
158015,The Purge,Science Fiction;Horror;Thriller
10555,Shark Tale,Animation;Action;Comedy;Family
747,Shaun of the Dead,Horror;Comedy
429,"The Good, the Bad and the Ugly",Western
982843,The Great Flood,Science Fiction;Action;Adventure
7512,Idiocracy,Comedy;Science Fiction;Adventure
1153714,Death of a Unicorn,Horror;Fantasy;Comedy
715253,Phantom,Action;Thriller;Crime
1429739,Gold Rush Gang,Action;Comedy;Drama;Western
787,Mr. & Mrs. Smith,Action;Comedy;Drama;Thriller
572802,Aquaman and the Lost Kingdom,Action;Adventure;Fantasy
1058537,Angels Fallen: Warriors of Peace,Horror;Action;Fantasy;Adventure
2758,Addams Family Values,Comedy;Family;Fantasy
746036,The Fall Guy,Action;Comedy;Romance
85,Raiders of the Lost Ark,Adventure;Action
10144,The Little Mermaid,Animation;Family;Fantasy
122906,About Time,Drama;Romance;Fantasy
1181540,Guns Up,Action;Comedy;Crime
119450,Dawn of the Planet of the Apes,Science Fiction;Action;Drama;Thriller
17128,Hanzo the Razor: The Snare,History;Action;Drama
1075794,Leo,Animation;Comedy;Family
5255,The Polar Express,Animation;Adventure;Family;Fantasy
615173,The Witch: Part 2. The Other One,Action;Mystery;Thriller;Science Fiction
4348,Pride & Prejudice,Drama;Romance
9645,Ghost Ship,Horror;Mystery;Thriller
2082,Halloween,Horror
1310879,Bajo un volcán,Romance;Drama;Adventure
950,Ice Age: The Meltdown,Animation;Family;Comedy;Adventure
49444,Kung Fu Panda 2,Animation;Family;Comedy
1297763,Batman Ninja vs. Yakuza League,Animation;Action;Science Fiction
602,Independence Day,Action;Adventure;Science Fiction
639933,The Northman,Action;Adventure;Fantasy
637,Life Is Beautiful,Comedy;Drama
1032448,Jurassic Triangle,Horror;Action;Science Fiction
10591,The Girl Next Door,Comedy;Romance
752,V for Vendetta,Action;Thriller;Science Fiction
979,Irreversible,Drama;Thriller;Crime
645710,The Voyeurs,Thriller
157350,Divergent,Action;Adventure;Science Fiction
1278,The Dreamers,Drama;Romance
302946,The Accountant,Crime;Thriller;Drama
1131759,Omniscient Reader: The Prophecy,Action;Adventure;Fantasy
920,Cars,Animation;Adventure;Comedy;Family
241259,Alice Through the Looking Glass,Adventure;Family;Fantasy
7555,Rambo,Action;Thriller;War
330457,Frozen II,Family;Animation;Adventure;Comedy;Fantasy
2675,Signs,Drama;Thriller;Science Fiction;Mystery
719221,Tarot,Horror
1443260,Rob1n,Horror;Thriller
466272,Once Upon a Time... in Hollywood,Comedy;Drama;Thriller
163,Ocean's Twelve,Thriller;Crime
1562,28 Weeks Later,Horror;Thriller;Science Fiction
50620,The Twilight Saga: Breaking Dawn - Part 2,Adventure;Fantasy;Drama;Romance
11836,The SpongeBob SquarePants Movie,Family;Comedy;Adventure;Animation
206647,Spectre,Action;Adventure;Thriller
11770,Shaolin Soccer,Action;Comedy
284053,Thor: Ragnarok,Action;Adventure;Science Fiction
1088166,Relay,Thriller
339403,Baby Driver,Action;Crime
810693,Jujutsu Kaisen 0,Animation;Action;Fantasy
530915,1917,War;History;Drama;Action
284054,Black Panther,Action;Adventure;Science Fiction
1114513,Speak No Evil,Horror;Thriller
810693,Jujutsu Kaisen 0,Animation;Action;Fantasy
530915,1917,War;History;Drama;Action
284054,Black Panther,Action;Adventure;Science Fiction
1114513,Speak No Evil,Horror;Thriller
286687,Love Lesson,Romance;Drama;Comedy
1032823,Trap,Crime;Horror;Mystery;Thriller
2322,Sneakers,Comedy;Crime;Drama
62,2001: A Space Odyssey,Science Fiction;Mystery;Adventure
896536,The Legend of Ochi,Family;Fantasy;Adventure
9100,The Craft,Horror;Drama;Fantasy
97370,Under the Skin,Thriller;Science Fiction;Drama
73,American History X,Drama
50619,The Twilight Saga: Breaking Dawn - Part 1,Adventure;Fantasy;Romance
412092,Mom's Friend 2,Romance
442249,The First Purge,Action;Horror;Thriller
14161,2012,Action;Adventure;Science Fiction
402900,Ocean's Eight,Crime;Comedy;Action
9487,A Bug's Life,Family;Animation;Adventure;Comedy;Drama
193893,Let's Be Cops,Comedy
976893,Perfect Days,Drama
380,Rain Man,Drama
12092,Alice in Wonderland,Animation;Family;Fantasy;Adventure
851644,20th Century Girl,Romance;Drama
9802,The Rock,Action;Adventure;Thriller
1271,300,Action;Adventure;War
291805,Now You See Me 2,Thriller;Crime
969492,Land of Bad,Action;War;Thriller
313369,La La Land,Comedy;Drama;Romance
13207,Friday the 13th,Horror;Thriller
615656,Meg 2: The Trench,Action;Science Fiction;Horror
458156,John Wick: Chapter 3 - Parabellum,Action;Thriller;Crime
359724,Ford v Ferrari,Drama;Action;History
1045938,G20,Action;Mystery;Drama
1954,The Butterfly Effect,Science Fiction;Thriller
458220,Palmer,Drama
1824,50 First Dates,Comedy;Romance
2502,The Bourne Supremacy,Action;Drama;Thriller
169,Predator 2,Science Fiction;Action;Thriller
565,The Ring,Horror;Mystery
1050035,Monster,Mystery;Thriller;Drama
1419229,Silent Zone,Horror;Thriller
1529498,Codebreaker Alan Turing Persecution Of A Genius,Documentary
140607,Star Wars: The Force Awakens,Adventure;Action;Science Fiction
65496,Student Services,Drama
9476,A Knight's Tale,Adventure;Drama;Romance;Action
762441,A Quiet Place: Day One,Horror;Science Fiction;Thriller
524434,Eternals,Science Fiction;Action;Adventure
8467,Dumb and Dumber,Comedy
505642,Black Panther: Wakanda Forever,Action;Adventure;Science Fiction
956,Mission: Impossible III,Adventure;Action;Thriller
1456349,It Was Just an Accident,Drama;Thriller;Crime
467938,Revenge,Action;Horror;Thriller
197,Braveheart,Action;Drama;History;War
509,Notting Hill,Romance;Comedy
227159,Horrible Bosses 2,Comedy
149,Akira,Animation;Science Fiction;Action
423,The Pianist,Drama;War
1311844,The Twisters,Action;Adventure;Drama
389,12 Angry Men,Drama
698508,Redeeming Love,Romance;Drama;Western
698508,Redeeming Love,Romance;Drama;Western
335797,Sing,Family;Comedy;Music;Animation
1607,A Bronx Tale,Drama;Crime
49530,In Time,Action;Thriller;Science Fiction
19913,(500) Days of Summer,Comedy;Drama;Romance
739405,Operation Fortune: Ruse de Guerre,Action;Comedy;Thriller
284052,Doctor Strange,Fantasy;Adventure;Action
312221,Creed,Drama;Action
152601,Her,Romance;Science Fiction;Drama
10009,Brother Bear,Adventure;Animation;Family
858485,Kantara,Action;Adventure;Thriller
61979,Three Steps Above Heaven,Romance;Drama
954,Mission: Impossible,Adventure;Action;Thriller
38,Eternal Sunshine of the Spotless Mind,Science Fiction;Drama;Romance
9614,Happy Gilmore,Comedy
91314,Transformers: Age of Extinction,Science Fiction;Action;Adventure
7518,Over the Hedge,Family;Comedy;Animation
310131,The Witch,Horror;Fantasy;Drama
757725,Shadow Force,Action;Thriller
381284,Hidden Figures,Drama;History
2118,L.A. Confidential,Crime;Mystery;Thriller;Drama
1593,Night at the Museum,Action;Adventure;Comedy;Family;Fantasy
46738,Incendies,Drama;War;Mystery
181533,Night at the Museum: Secret of the Tomb,Adventure;Comedy;Fantasy;Family
755679,Fast X: Part 2,Action;Crime;Thriller
508642,Gonjiam: Haunted Asylum,Horror;Mystery
6114,Bram Stoker's Dracula,Romance;Horror
520763,A Quiet Place Part II,Science Fiction;Thriller;Horror
1560650,Adopted 2,Horror
774370,Dog Man,Family;Comedy;Adventure;Animation
1388874,Boss Ma'am,Drama
2756,The Abyss,Adventure;Thriller;Science Fiction
81188,Rise of the Guardians,Animation;Family;Fantasy;Action;Adventure
1366,Rocky,Drama
75780,Jack Reacher,Crime;Drama;Thriller;Action
1067820,Awareness,Science Fiction;Mystery;Thriller;Action
516729,Paddington in Peru,Family;Comedy;Adventure
497698,Black Widow,Action;Adventure;Science Fiction
59940,Zebra Lounge,Thriller
9475,Scent of a Woman,Drama
4588,"Lust, Caution",Action;Drama;Romance;Thriller
137,Groundhog Day,Romance;Fantasy;Drama;Comedy
329981,Shut In,Drama;Thriller
87101,Terminator Genisys,Science Fiction;Action;Thriller;Adventure
142,Brokeback Mountain,Drama;Romance
21208,Orphan,Horror;Thriller
855,Black Hawk Down,Action;War;History
943,Lethal Weapon 3,Action;Comedy;Thriller;Crime
141,Donnie Darko,Fantasy;Drama;Mystery
9820,The Parent Trap,Comedy;Family;Romance
8909,Wanted,Action;Thriller;Crime
336843,Maze Runner: The Death Cure,Science Fiction;Action;Adventure;Thriller
10330,Freaky Friday,Family;Fantasy;Comedy
6477,Alvin and the Chipmunks,Comedy;Family;Fantasy
436270,Black Adam,Action;Adventure;Science Fiction
609681,The Marvels,Science Fiction;Adventure;Action
276907,Legend,Crime;Thriller
524047,Greenland,Action;Adventure;Thriller;Science Fiction
65,8 Mile,Drama;Music
70,Million Dollar Baby,Drama
